party,district,date,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,percentage,percentageVoters,validVotesPercentage,votes
B.E.,Portalegre,2019-10-06,1200,140.92999999999998,999,142.62000000000003,492.7300000000001,3953.210000000001,513.76,4166
B.E.,Porto,2015-10-04,18902,422.32000000000005,14073,372.60999999999996,2138.540000000001,14410.610000000008,2211.7899999999986,106954
B.E.,Porto,2019-10-06,21233,537.0000000000005,15185,439.6499999999998,1906.8999999999996,14050.8,1986.0800000000008,94553
B.E.,Santarém,2015-10-04,5142,303.81,3967,263.78000000000003,1367.6600000000003,8382.39,1424.0500000000002,24489
B.E.,Santarém,2019-10-06,6022,401.42000000000013,4011,286.9199999999999,1327.1999999999996,7980.309999999998,1394.9099999999987,21141
B.E.,Setúbal,2015-10-04,7261,91.48999999999998,6183,76.11000000000003,650.6199999999999,3261.0899999999992,671.69,55276
B.E.,Setúbal,2019-10-06,8191,114.34999999999998,6038,82.91999999999999,595.9799999999998,3000.2299999999996,618.78,47863
B.E.,Viana do Castelo,2015-10-04,3228,491.69999999999993,2141,350.8700000000001,1238.89,10140.639999999996,1293.68,10225
B.E.,Viana do Castelo,2019-10-06,3617,588.8000000000001,2199,371.44999999999965,1269.8900000000003,10214.650000000003,1333.6100000000001,10320
B.E.,Vila Real,2015-10-04,1919,319.36999999999995,1960,365.71000000000004,784.1199999999998,9000.09,813.3100000000003,5707
B.E.,Vila Real,2019-10-06,2258,427.44000000000005,2397,525.38,881.1399999999998,8533.269999999999,926.1399999999994,6078
B.E.,Viseu,2015-10-04,4235,559.3800000000005,3632,545.4499999999999,1540.8199999999997,14021.59,1606.7100000000007,12816
B.E.,Viseu,2019-10-06,4995,693.7199999999996,3700,611.5299999999996,1763.5100000000007,14117.129999999996,1851.3600000000006,13956
B.E.,Évora,2015-10-04,1421,93.58,1079,88.09999999999997,518.0899999999999,4257.69,532.3199999999999,7312
B.E.,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000003,526.87,3860.2999999999997,546.35,6624
CDS-PP,Aveiro,2019-10-06,10642,447.3999999999999,6375,272.96,1000.6500000000001,8015.390000000001,1053.3600000000001,20045
CDS-PP,Açores,2019-10-06,3926,831.7299999999993,1363,248.05,817.0800000000002,6204.549999999998,875.22,4014
CDS-PP,Beja,2019-10-06,1371,140.85999999999999,1094,129.98999999999998,149.21000000000004,3994.1099999999997,155.07999999999993,1480
CDS-PP,Braga,2019-10-06,14504,1053.83,8029,645.0499999999994,1534.610000000001,20522.750000000004,1615.21,19127
CDS-PP,Bragança,2019-10-06,1305,439.96999999999997,1417,534.4799999999999,1066.0900000000001,10084.110000000006,1115.7099999999998,2831
CDS-PP,Castelo Branco,2019-10-06,2250,279.49000000000007,2232,324.70999999999987,461.71999999999997,6581.849999999999,486.65,3479
CDS-PP,Coimbra,2019-10-06,6889,531.2600000000002,3814,347.09999999999985,505.87,8356.199999999999,537.0700000000003,7103
CDS-PP,Faro,2019-10-06,4900,200.8,3069,136.77,248.41999999999993,3274.2000000000003,261.5200000000001,6572
CDS-PP,Guarda,2019-10-06,2026,625.8999999999994,2057,675.4999999999997,1328.0999999999992,11918.08,1402.5799999999997,3823
CDS-PP,Leiria,2019-10-06,8202,390.6500000000001,5152,266.55000000000007,619.19,6036.829999999998,659.5600000000003,11905
CDS-PP,Lisboa,2019-10-06,23702,327.96,16081,226.88000000000002,544.9499999999998,7702.05,567.9299999999998,48502
CDS-PP,Madeira,2015-10-04,1018,47.940000000000005,3597,156.11999999999998,401.3600000000001,2623.62,417.7800000000001,7536
CDS-PP,Madeira,2019-10-06,697,31.670000000000012,2292,96.04,382.67000000000013,2742.3799999999997,391.88,7852
CDS-PP,Portalegre,2019-10-06,1200,140.92999999999998,999,142.62000000000003,219.97000000000006,3953.210000000001,229.17000000000002,1961
CDS-PP,Porto,2019-10-06,21233,537.0000000000005,15185,439.6499999999998,894.4100000000005,14050.8,931.9999999999997,31181
CDS-PP,Santarém,2019-10-06,6022,401.42000000000013,4011,286.9199999999999,649.07,7980.309999999998,684.2499999999999,9793
CDS-PP,Setúbal,2019-10-06,8191,114.34999999999998,6038,82.91999999999999,166.89999999999992,3000.2299999999996,173.2,11703
CDS-PP,Viana do Castelo,2019-10-06,3617,588.8000000000001,2199,371.44999999999965,1453.9999999999995,10214.650000000003,1523.7600000000007,7576
CDS-PP,Vila Real,2019-10-06,2258,427.44000000000005,2397,525.38,951.1400000000003,8533.269999999999,999.2600000000002,4510
CDS-PP,Viseu,2019-10-06,4995,693.7199999999996,3700,611.5299999999996,1871.47,14117.129999999996,1963.239999999999,10462
CDS-PP,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000003,199.79000000000008,3860.2999999999997,207.15000000000006,2535
CDS-PP.PPM,Açores,2015-10-04,3047,556.74,1583,284.56999999999994,640.4200000000003,7021.759999999997,676.45,3654
CH,Aveiro,2019-10-06,10642,447.3999999999999,6375,272.9599999999999,103.43000000000002,8015.390000000001,108.90999999999995,2600
CH,Açores,2019-10-06,3926,831.7299999999993,1363,248.04999999999998,121.37999999999998,6204.549999999999,130.69999999999996,709
CH,Beja,2019-10-06,1371,140.85999999999999,1094,129.98999999999998,137.04000000000002,3994.1099999999997,141.84999999999997,1313
CH,Braga,2019-10-06,14504,1053.83,8029,645.0499999999994,231.49000000000004,20522.750000000004,243.53000000000014,3177
CH,Bragança,2019-10-06,1305,439.9699999999999,1417,534.4799999999999,145.20000000000007,10084.110000000006,152.18000000000006,533
CH,Castelo Branco,2019-10-06,2250,279.49,2232,324.70999999999987,127.91999999999996,6581.849999999999,134.86,1187
CH,Coimbra,2019-10-06,6889,531.2600000000002,3814,347.09999999999985,131.21999999999997,8356.199999999999,139.26000000000002,1836
CH,Faro,2019-10-06,4900,200.8,3069,136.77000000000004,130.74,3274.2000000000003,137.69000000000003,3690
CH,Guarda,2019-10-06,2026,625.8999999999994,2057,675.4999999999997,279.17999999999995,11918.08,296.1699999999999,1135
CH,Leiria,2019-10-06,8202,390.6500000000001,5152,266.55,152.59999999999994,6036.829999999998,162.44,3321
CH,Lisboa,2019-10-06,23702,327.96,16081,226.88000000000002,265.20000000000005,7702.05,276.89,22053
CH,Madeira,2019-10-06,697,31.670000000000012,2292,96.04,30.29,2742.3799999999997,31.019999999999996,911
CH,Portalegre,2019-10-06,1200,140.92999999999998,999,142.62000000000003,151.65000000000003,3953.210000000001,157.92000000000002,1407
CH,Porto,2019-10-06,21233,537.0000000000005,15185,439.64999999999975,134.44999999999993,14050.8,140.17000000000004,5708
CH,Santarém,2019-10-06,6022,401.42000000000013,4011,286.9199999999999,232.85000000000002,7980.309999999998,244.24999999999997,4210
CH,Setúbal,2019-10-06,8191,114.34999999999998,6038,82.91999999999999,93.84000000000003,3000.2299999999996,97.50999999999999,7643
CH,Viana do Castelo,2019-10-06,3617,588.8000000000001,2199,371.44999999999965,128.32000000000002,10214.650000000003,134.78999999999996,858
CH,Vila Real,2019-10-06,2258,427.4400000000001,2397,525.3799999999999,125.88000000000001,8533.269999999999,132.42000000000002,791
CH,Viseu,2019-10-06,4995,693.7199999999996,3700,611.5299999999996,206.14999999999995,14117.129999999996,216.07000000000008,1721
CH,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000001,137.59999999999997,3860.2999999999997,142.59000000000003,1645
IL,Aveiro,2019-10-06,10642,447.3999999999999,6375,272.96,121.19,8015.390000000002,127.38,3582
IL,Açores,2019-10-06,3926,831.7299999999993,1363,248.05,76.34999999999997,6204.549999999998,81.88999999999999,568
IL,Beja,2019-10-06,1371,140.86,1094,129.98999999999998,26.840000000000003,3994.11,27.87,279
IL,Braga,2019-10-06,14504,1053.8300000000002,8029,645.0499999999994,202.46,20522.750000000004,213.23000000000005,3804
